Township,<5 (%),<5: MOE,5-9 (%),5-9: MOE,10-14 (%),10-14: MOE,15-19 (%),15-19: MOE,20-24 (%),20-24: MOE,25-29 (%),25-29: MOE,30-34 (%),30-34: MOE,35-39 (%),35-39: MOE,40-44 (%),40-44: MOE,45-49 (%),45-49: MOE,50-54 (%),50-54: MOE,55-59 (%),55-59: MOE,60-64 (%),60-64: MOE,65-69 (%),65-69: MOE,70-74 (%),70-74: MOE,75-79 (%),75-79: MOE,80-84 (%),80-84: MOE,85+ (%),85+: MOE,Less than 9th grade,Less than 9th grade: MOE,"9th-12th grade, no diploma","9th-12th grade, no diploma: MOE",High school graduate or equivalency,Native - Estimate,Native - MOE,Foreign Born - Estimate,Foreign Born - MOE,Foreign Born, Naturalized Citizen - Estimate,Foreign Born, Naturalized Citizen - MOE,Average Household Size,Average Household Size: MOE,Average Family Size,Average Family Size: MOE,"Less than $10,000","$10,000-$14,999","$15,000-$19,999","$20,000-$24,999","$25,000-$29,999","$30,000-$34,999","$35,000-$39,999","$40,000-$44,999","$45,000-$49,999","$50,000-$59,999","$60,000-$74,999","$75,000-$99,999","$100,000-$124,999","$125,000-$149,999","$150,000-$199,999","$200,000 or more","Less than $10,000 (MOE)","$10,000-$14,999 (MOE)","$15,000-$19,999 (MOE)","$20,000-$24,999 (MOE)","$25,000-$29,999 (MOE)","$30,000-$34,999 (MOE)","$35,000-$39,999 (MOE)","$40,000-$44,999 (MOE)","$45,000-$49,999 (MOE)","$50,000-$59,999 (MOE)","$60,000-$74,999 (MOE)","$75,000-$99,999 (MOE)","$100,000-$124,999 (MOE)","$125,000-$149,999 (MOE)","$150,000-$199,999 (MOE)","$200,000 or more (MOE)",Owner-Occupied,Owner-Occupied: MOE,Renter-Occupied,Renter-Occupied: MOE,Speaking Only English,Speaking Only English MOE,Speaking a Language Other than English at Home,Speaking a Language Other than English at Home MOE,Mean Travel Time to Work (Minutes),Mean Travel Time to Work (Minutes): MOE,"Car, truck, or van",Drove alone,Carpooled,Public transportation,Walked,Bicycle,"Taxicab, motorcycle, or other",Worked at home,"Car, truck, or van (MOE)",Drove alone (MOE),Carpooled (MOE),Public transportation (MOE),Walked (MOE),Bicycle (MOE),"Taxicab, motorcycle, or other (MOE)",Worked at home (MOE),"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"Agriculture, forestry, fishing and hunting, and mining (MOE)",Construction (MOE),Manufacturing (MOE),Wholesale trade (MOE),Retail trade (MOE),"Transportation and warehousing, and utilities (MOE)",Information (MOE),"Finance and insurance, and real estate and rental and leasing (MOE)","Professional, scientific, and management, and administrative and waste management services (MOE)","Educational services, and health care and social assistance (MOE)","Arts, entertainment, and recreation, and accommodation and food services (MOE)","Other services, except public administration (MOE)",Public administration (MOE),"Less than $10,000","$10,000-$14,999","$15,000-$19,999","$20,000-$24,999","$25,000-$29,999","$30,000-$34,999","$35,000-$39,999","$40,000-$44,999","$45,000-$49,999","$50,000-$59,999","$60,000-$74,999","$75,000-$99,999","$100,000-$124,999","$125,000-$149,999","$150,000-$199,999","$200,000 or more","Less than $10,000 (MOE)","$10,000-$14,999 (MOE)","$15,000-$19,999 (MOE)","$20,000-$24,999 (MOE)","$25,000-$29,999 (MOE)","$30,000-$34,999 (MOE)","$35,000-$39,999 (MOE)","$40,000-$44,999 (MOE)","$45,000-$49,999 (MOE)","$50,000-$59,999 (MOE)","$60,000-$74,999 (MOE)","$75,000-$99,999 (MOE)","$100,000-$124,999 (MOE)","$125,000-$149,999 (MOE)","$150,000-$199,999 (MOE)","$200,000 or more (MOE)",Median Household Income ($),Median Household Income ($): MOE,Median Family Income ($),Median Family Income ($): MOE,Per Capita Income ($),Per Capita Income ($): MOE,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,Assessed population,Assessed population: MOE,Percent below poverty (%),Percent below poverty (%): MOE,Total Population,Total Population: MOE,White Alone,White Alone: MOE,Black or African American Alone,Black or African American Alone: MOE,American Indian and Alaska Native Alone,American Indian and Alaska Native Alone: MOE,Asian Alone,Asian Alone: MOE,Native Hawaiian and Other Pacific Islander Alone,Native Hawaiian and Other Pacific Islander Alone: MOE,Some Other Race Alone,Some Other Race Alone: MOE,Two or More Races,Two or More Races: MOE,Hispanic or Latino,Hispanic or Latino: MOE,Not Hispanic or Latino,Not Hispanic or Latino: MOE,Less than $100,Less than $100: MOE,$100-$149,$100-$149: MOE,$150-$199,$150-$199: MOE,$200-$249,$200-$249: MOE,$250-$299,$250-$299: MOE,$300-$349,$300-$349: MOE,$350-$399,$350-$399: MOE,$400-$449,$400-$449: MOE,$450-$499,$450-$499: MOE,$500-$549,$500-$549: MOE,$550-$599,$550-$599: MOE,$600-$649,$600-$649: MOE,$650-$699,$650-$699: MOE,$700-$749,$700-$749: MOE,$750-$799,$750-$799: MOE,$800-$899,$800-$899: MOE,$900-$999,$900-$999: MOE,$1000-$1249,$1000-$1249: MOE,$1250-$1499,$1250-$1499: MOE,$1500-$1999,$1500-$1999,$2000-$2499,$2000-$2499: MOE,$2500-$2999,$2500-$2999: MOE,$3000-$3499,$3000-$3499: MOE,$3500 or more,$3500 or more: MOE,"Less than $10,000","Less than $10,000: MOE","$10,000-$14,999","$10,000-$14,999: MOE","$15,000-$19,999","$15,000-$19,999: MOE","$20,000-$24,999","$20,000-$24,999: MOE","$25,000-$29,999","$25,000-$29,999: MOE","$30,000-$34,999","$30,000-$34,999: MOE","$35,000-$39,999","$35,000-$39,999: MOE","$40,000-$49,999","$40,000-$49,999: MOE","$50,000-$59,999","$50,000-$59,999: MOE","$60,000-$69,999","$60,000-$69,999: MOE","$70,000-$79,999","$70,000-$79,999: MOE","$80,000-$89,999","$80,000-$89,999: MOE","$90,000-$99,999","$90,000-$99,999: MOE","$100,000-$124,999","$100,000-$124,999: MOE","$125,000-$149,999","$125,000-$149,999: MOE","$150,000-$174,999","$150,000-$174,999: MOE","$175,000-$199,999","$175,000-$199,999: MOE","$200,000-$249,999","$200,000-$249,999: MOE","$250,000-$299,999","$250,000-$299,999: MOE","$300,000-$399,999","$300,000-$399,999: MOE","$400,000-$499,999","$400,000-$499,999: MOE","$500,000-$749,999","$500,000-$749,999: MOE","$750,000-$999,999","$750,000-$999,999: MOE","$1,000,000-$1,499,999","$1,000,000-$1,499,999: MOE","$1,500,000-$1,999,999","$1,500,000-$1,999,999: MOE","$2,000,000 or more","$2,000,000 or more: MOE"
Harwood,5.5,3.8,5.1,2.7,10.3,5,6.5,3.9,6.5,3.8,3,2,3.2,2.3,2.5,1.6,8.5,3.5,9,6,7.6,4.2,6.2,2.8,4.7,2.8,4.6,2.5,0.8,1,2.4,1.7,4.6,5.4,9.2,9.9,4.1,2.7,11.7,7.7,36.3,619,157,14,17,9,14,5,9,2.57,0.41,2.99,0.43,15,7,9,10,2,20,12,6,19,6,29,27,14,26,12,5,14,6,7,10,3,20,14,7,14,6,17,14,9,19,12,6,152,32,67,32,514,127,84,76,22.3,2.4,93.6,87.1,6.4,0,3.4,0,0,3,5.5,7.6,5.6,11.1,2.9,11.1,11.1,4.6,0.9,13.3,8.6,7.3,7.3,3,0.9,6.9,9.4,22.3,5.2,7.6,7.7,1.2,7.8,5.1,6.7,4.2,3.5,1.3,5,6.3,7.9,5.9,7.4,5.6,13,3,9,0,3,0,0,2,20,3,24,19,14,26,12,5,13,4,13,11,5,11,11,4,16,5,14,10,9,19,12,6,62188,21124,74861,8870,30553,7971,750,737,617,645,590,568,519,471,625,589,618,623,558,140,15.9,10,633,166,597,167,36,35,0,11,0,11,0,11,0,11,0,11,85,83,548,130,0,11,0,11,0,11,8,13,8,13,0,11,0,11,6,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,4,2,3,5,8,0,11,0,11,25,19,14,13,15,9,27,16,22,14,18,10,2,3,3,4,0,11,0,11,0,11,0,11,0,11
Hensley,5.9,4.6,15.4,9.5,7.4,5.8,3.3,3,2.8,3.2,2,2.3,6.5,5,7.5,5.3,4.5,5.5,1.1,2,5.7,4.9,6.5,4.8,10.1,6.2,10.3,5,4.1,3.2,1.6,1.7,2.5,2.3,2.9,5.1,0,3.7,4.4,4.4,38.2,1081,325,42,52,42,52,0,11,2.56,0.44,3.19,0.52,50,8,13,24,10,42,67,10,6,53,34,19,51,11,30,11,45,13,20,33,17,51,57,14,10,31,26,20,43,15,27,16,352,83,87,58,1024,290,33,51,16.8,3.7,84.6,73.6,11,0,4.2,0,0,11.2,12.2,13.6,9.2,6.9,6.9,6.9,6.9,10.8,20.4,0,3.1,0,8.9,2.3,0,7,9.9,37.1,11.2,0,0,16.2,6.9,5.2,6.9,7.5,3.8,6.9,5.4,7.2,16.1,9.4,6.9,6.9,25,0,0,19,0,42,67,10,0,24,16,32,29,11,21,11,30,11,11,31,11,51,57,14,11,18,17,31,34,15,24,16,41375,21709,40125,27532,26363,8768,610,596,577,569,520,495,478,629,1254,1073,1111,1278,1123,309,9.5,9.5,1123,309,898,321,179,148,0,11,33,51,0,11,0,11,13,23,0,11,1123,309,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,42,0,11,0,11,44,69,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,20,5,11,15,20,0,11,40,40,27,35,71,37,28,23,18,19,45,27,41,39,49,53,0,11,0,11,0,11,0,11,0,11,0,11
Kerr,5.4,6.1,7.5,5.5,6.2,6.9,12.9,10.1,9.5,11.1,2.5,3.2,2.5,2.8,9.1,7.7,10.4,7.9,13.3,15.1,10,9.8,2.9,4.6,4.1,5.4,2.5,3.7,0,10.8,0,10.8,1.2,1.8,0,10.8,0,17.6,0,17.6,24.1,241,123,0,11,0,11,0,11,3.44,0.97,3.33,0.67,0,0,0,3,0,0,0,0,3,0,6,12,19,10,13,4,11,11,11,4,11,11,11,11,4,11,6,16,13,7,19,6,63,26,7,6,228,121,0,11,33.2,12.1,100,90.3,9.7,0,0,0,0,0,14.5,9.5,9.5,14.5,14.5,14.5,14.5,14.5,1.7,3.9,12.9,10.7,30.9,2.2,2.2,5.6,10.1,19.7,0,0,0,2.6,5.4,10.8,11.8,16.1,3.3,3.5,5.7,7.4,18,14.3,14.3,14.3,0,0,0,3,0,0,0,0,3,0,0,25,19,10,0,4,11,11,11,4,11,11,11,11,4,11,11,25,13,7,11,6,103571,23991,100313,3577,36898,3643,427,418,349,368,290,263,231,225,177,200,173,163,241,123,0,10.8,241,123,241,123,0,11,0,11,0,11,0,11,0,11,0,11,0,11,241,123,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,4,9,15,0,11,3,4,12,8,11,11,19,20,3,5,0,11,0,11,0,11,0,11,0,11
Ludlow,7.5,3.4,8.5,5.7,3.1,1.8,7.3,3.1,4.3,2.3,9.8,4.4,4.5,2.2,7.7,3.3,7.8,3.3,5.7,2.7,8.1,3.5,4.2,2.1,4.4,2.2,5.6,2.5,2.1,1.5,3.7,2.6,2.9,2.2,3,1.8,0.4,0.4,6.6,3.5,39.2,3902,223,398,226,132,85,266,219,2.35,0.25,2.91,0.33,343,69,122,127,136,67,81,77,38,130,145,304,87,21,69,17,145,55,81,95,90,58,61,49,39,86,77,130,49,13,41,18,1071,220,762,169,3339,441,637,430,21.6,4.3,95.9,76.7,19.2,0,0,0,3.1,1,4.3,8.6,7.7,1.3,1.3,1.3,4.2,1.1,1.3,0.6,30.6,0.5,15.8,3.4,1.8,3.1,6.3,21,6.3,3.9,5.4,0.8,0.5,8.3,0.4,6.3,2.1,2.1,2.4,4.2,7.4,4.2,2.7,4.8,190,44,29,104,90,39,36,12,36,56,116,272,78,21,51,17,106,49,31,89,71,53,39,13,39,55,73,132,49,13,38,18,37904,10585,53348,21947,22893,3329,1060,1530,1418,1463,1651,4176,4149,5750,5114,4744,4766,4278,4300,25,21.7,6.7,4300,25,3288,477,341,244,24,29,230,215,0,11,273,383,144,163,572,422,3728,425,0,11,0,11,0,11,0,11,47,73,0,11,11,12,0,11,0,11,7,11,36,56,14,10,0,11,5,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,112,66,2,3,17,23,0,11,8,9,6,7,2,3,12,14,76,57,53,51,94,52,46,43,23,30,220,110,99,53,146,77,71,41,20,27,15,12,27,22,22,31,0,11,0,11,0,11,0,11,0,11
Mahomet,7.5,1.9,8.2,2.1,6.3,1.7,7.9,1.7,6.2,1.9,3.6,1.3,7.5,1.9,6,1.3,7.2,1.9,6.7,1.5,5.8,1.3,8.2,2,6.8,1.6,4.3,1.1,3.3,1,1.9,0.8,0.9,0.7,1.4,1,1.5,1.1,1.6,1,19.4,12891,273,564,270,353,200,211,151,2.73,0.12,3.13,0.14,318,70,59,72,160,276,222,134,114,238,448,835,669,471,572,278,152,48,50,53,94,102,103,81,86,121,160,227,158,158,166,112,3912,267,1024,209,11604,404,840,361,21.2,1.8,92.9,85.4,7.5,0.6,0.5,0,0.2,5.9,2.3,3.8,2.8,0.8,0.6,0.4,0.3,2.2,0.7,4.3,8.9,4.5,14.1,3.4,1.6,8.7,8.8,29.9,7.6,4.7,2.7,0.5,2,2.5,1.7,4.3,1.5,1,2.5,2.4,4.2,2.8,2.2,1.4,69,22,52,78,65,97,185,73,82,184,315,727,611,428,552,263,87,25,51,51,55,54,96,66,74,109,127,198,155,159,168,107,82402,11024,98201,9343,36420,2880,1277,1329,1209,1328,1369,1614,2185,3862,6909,8440,10113,12623,13447,25,6.2,2.5,13455,23,12814,433,277,410,9,15,100,91,30,37,0,17,225,145,648,287,12807,291,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,41,61,0,17,68,107,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,121,59,107,99,0,17,49,40,0,17,4,10,58,49,14,17,12,20,19,24,60,53,50,53,11,21,73,51,316,104,446,114,565,130,742,187,493,167,473,153,115,64,155,90,29,39,0,17,0,17,0,17
Newcomb,5.5,5.3,8.7,4.2,5.7,4.1,7.5,3.8,1,1.5,3.8,3.1,7.5,4.9,4,2.2,3.3,2.7,9.4,3.7,5.9,4.4,13.3,5.5,4.7,2.8,5.5,3.1,5.3,3.1,4.7,2.7,2.5,1.6,1.8,1.7,0.9,1.3,1.2,1.4,28.7,1202,248,43,38,25,35,18,16,2.55,0.32,3.1,0.35,0,3,17,21,3,12,3,20,16,36,76,70,47,41,77,46,11,5,19,17,4,17,5,19,14,25,50,35,33,27,53,33,482,73,6,7,1145,213,31,25,24.2,7.6,88.7,83.9,4.8,0,2.6,0,0,8.7,5.9,7.6,6.1,4.6,2.6,4.6,4.6,4.9,2.7,2.9,5.4,7.8,10.3,8,0,9.8,11,28.9,3.7,0.5,9,3,3.1,3.9,6,8,7.2,4.5,5.3,6.1,9.1,3.4,0.7,7.7,0,3,0,6,0,9,0,9,7,30,46,62,47,41,52,46,11,5,11,7,11,16,11,13,7,22,30,32,33,27,39,33,84286,20597,101750,13846,45487,7777,854,744,755,643,664,529,526,617,805,921,1004,1292,1245,248,0.5,0.7,1245,248,1245,248,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1245,248,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,12,0,11,13,14,3,4,48,26,46,45,68,35,18,20,120,53,19,18,97,46,19,14,14,16,0,11,9,13,0,11,0,11
Ogden,4.8,1.9,8.2,3.1,6.9,2.1,6,2.7,6.2,2.7,4.7,2.4,5.8,2,4.5,1.5,8.9,4.3,5.1,1.8,6.7,2.2,8,2.6,5.5,1.8,6.5,2.6,3.7,1.7,4.1,1.7,2.4,1.3,2.1,1.1,1.1,1.1,3.7,1.8,35.4,1578,205,13,13,8,11,5,7,2.58,0.2,3.1,0.22,10,16,22,24,23,43,29,40,16,69,53,114,34,55,34,35,11,14,15,17,17,20,16,20,10,30,21,35,20,22,17,28,560,64,57,24,1491,201,23,18,22.4,1.6,87.7,82.8,4.9,0,2.5,0,0,9.8,9,8.7,3.1,3.4,2,3.4,3.4,8.9,3.9,14.1,8.5,4.9,11.4,5.2,2.3,8.4,6.1,23,3.9,4.7,3.6,3,7.9,3.4,2.8,4.1,2.5,1.8,3.3,3,4.8,2.5,2.7,1.8,1,4,4,18,21,23,16,25,8,54,31,89,28,46,33,35,3,5,6,17,15,17,13,15,6,30,16,33,18,20,16,28,65156,13814,76912,8050,33435,4127,1392,1389,1371,1283,1208,1217,1288,1373,1574,1397,1601,1680,1588,206,4,2,1591,209,1569,202,0,11,1,2,7,10,0,11,0,11,14,17,12,15,1579,210,0,11,0,11,7,11,0,11,0,11,5,7,0,11,0,11,1,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,10,0,11,0,11,0,11,0,11,0,11,0,11,2,4,6,6,0,11,0,11,0,11,0,11,3,5,0,11,11,16,15,13,12,11,40,19,36,16,103,31,89,31,55,22,42,28,56,26,21,16,39,21,20,24,10,12,0,11,0,11,0,11,0,11
Pesotum,4.1,2.5,9.4,6.3,9.1,5.1,6.3,4.5,6.7,4.2,3.4,2.3,3.4,2,5.3,2.9,6.2,3.2,6.6,3.3,11.4,5.4,4.8,2.1,7.5,4.5,10.7,8.7,1.3,1.1,0.8,1,1.4,1,1.8,2.7,1.2,1.4,2,1.6,42.2,786,210,2,3,2,3,0,11,2.58,0.54,3.43,0.51,2,0,22,8,2,53,8,8,12,18,55,44,29,18,25,2,3,11,24,7,3,68,6,7,9,15,23,14,20,21,26,3,296,79,10,8,731,191,25,23,22.7,2.5,97.1,95.7,1.3,0.8,0.5,0,1.1,0.5,2.1,2.8,1.6,1.3,1,7.1,1.3,0.9,0,10.4,7.5,5.4,10.6,6.7,2.1,8.3,8,34.7,3.4,2.3,0.5,6.9,4.6,4.4,4.8,6.2,5.4,2,6.2,5.7,9.3,2.8,1.8,0.8,2,0,6,2,2,2,2,4,7,11,43,44,27,16,23,2,3,11,11,4,3,4,3,5,7,8,21,14,21,20,25,3,67500,14454,82969,11836,28414,2754,1094,1096,1128,998,872,858,854,864,994,931,849,845,786,210,3.3,3.4,788,210,686,170,2,3,0,11,2,4,15,22,2,4,81,98,97,119,691,170,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,5,2,3,0,11,0,11,0,11,9,11,0,11,0,11,5,9,2,4,21,14,13,8,34,25,69,24,19,11,27,15,59,70,2,3,18,22,12,20,0,11,0,11,0,11,0,11,0,11,0,11
Philo,6,2.4,8.6,2.7,7.9,2.3,6.9,2.4,4.4,2.7,4.1,2.7,4.8,1.8,7.4,2.4,6.9,2.6,4.4,1.7,8.1,2.6,7.4,2.1,9.6,3.9,5.2,2.2,3.9,2.3,2.8,1.3,1.3,0.9,0,1.3,0.3,0.5,1.8,1.2,26.3,2033,286,19,24,5,6,14,23,2.85,0.17,3.15,0.17,24,17,0,14,15,16,14,29,32,27,98,142,162,37,35,55,28,24,11,17,16,11,11,25,18,16,35,43,55,22,24,29,591,77,126,49,1877,265,51,63,20.5,1.3,94.4,87.5,6.9,0.1,0.6,0.3,0,4.6,3,4.3,3.1,0.2,0.7,0.4,2.5,2.9,3.8,4.9,7.2,5.6,9.4,6.4,2.5,11,6.3,27.9,6.1,3.8,5.1,2.5,2.3,2.8,2.7,3.7,3.5,1.4,3,3.3,7.2,2.9,2,2.3,18,15,0,8,0,8,6,7,27,17,92,125,162,37,29,52,28,23,11,9,11,7,6,8,17,11,34,41,55,21,24,29,86953,14979,92841,10029,35366,3875,1175,1239,1169,1104,1005,1021,1211,1453,1483,1480,1768,1954,2042,290,4.8,4.6,2052,291,2007,285,0,11,0,11,6,4,0,11,28,45,11,12,65,85,1987,293,0,11,0,11,0,11,0,11,0,11,0,11,9,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,4,0,11,0,11,0,11,3,5,0,11,0,11,3,4,0,11,6,7,10,13,88,25,106,34,158,58,58,31,47,18,50,32,25,12,13,9,3,5,16,23,2,5,0,11,0,11
Rantoul,6.3,1.6,8.7,2.3,7.6,1.4,10.7,2.9,4.9,1.2,7.1,1.7,5.6,1.4,6.8,1.4,5.5,1.6,5.4,1.2,6,1.5,6,1.3,7.2,1.8,4.6,1.1,2.5,0.7,2.3,0.7,1.9,0.9,1.1,0.5,3.2,1.5,7.9,2.4,37.6,10819,186,466,183,211,103,255,152,2.57,0.13,3.14,0.14,352,141,226,223,195,299,252,243,240,478,474,542,283,90,100,50,117,67,88,80,66,101,96,83,108,110,117,113,112,48,61,34,2294,203,1894,184,9549,329,1028,326,22.1,2,88.1,78.5,9.6,1,4.2,0.8,1.3,4.6,4.2,4.6,2.8,1,2.8,0.8,0.9,2.5,2.4,4,16.1,7.1,12.4,7.3,2.6,4.7,6.5,24,6.6,2.9,3.4,2.1,1.6,3.6,2.4,3,2,1.1,2.1,1.7,3.6,3.6,1.1,1.7,109,86,124,123,106,238,146,123,155,386,351,372,207,87,100,40,62,58,70,68,49,94,78,66,88,108,111,88,80,48,61,32,47048,3318,54369,2568,22453,2363,2365,1995,2252,3137,6187,11906,20798,22568,18139,15691,11257,11273,10788,338,17.5,3.5,11285,27,8186,481,2432,456,0,17,89,81,4,6,89,94,485,240,968,359,10317,359,0,17,0,17,0,17,0,17,0,17,36,58,20,30,8,12,9,14,90,82,43,50,0,17,34,46,48,44,22,33,6,12,0,17,8,12,0,17,23,35,27,42,0,17,0,17,0,17,33,19,57,35,13,12,33,43,3,4,71,43,35,31,147,68,122,65,162,58,218,65,327,107,184,77,369,112,177,74,142,55,66,50,54,30,25,25,34,18,9,12,5,7,5,6,0,17,0,17,3,4
Raymond,8.1,5.8,9.6,7.2,13.4,6,1,1.2,1,1.4,2.8,2.3,16.2,12.5,11.4,9.3,4.6,5.4,1.5,1.3,6.1,4.9,5.1,3.9,5.3,3.1,2.8,3.4,4.1,3.8,3.5,4.4,3,3.8,0.5,1.1,0.8,1.2,8,6.1,42,393,146,2,3,0,11,2,3,2.93,0.53,3.46,0.61,5,11,3,11,3,2,5,39,0,13,16,10,9,0,2,6,5,13,4,8,3,4,5,29,11,15,14,9,11,11,3,8,121,43,14,13,348,155,15,21,32.2,4.7,98.6,89.2,9.4,0,0,0,0.7,0.7,3,7.8,7.2,17.9,17.9,17.9,1.5,2,0,7.9,18,2.9,8.6,17.3,1.4,2.9,10.1,28.1,0,1.4,1.4,17.9,8.4,14.3,3.8,7.5,19.1,2.3,3.4,8.6,16.7,17.9,2,2.2,0,3,2,3,0,1,2,39,0,1,16,8,9,0,2,6,11,3,3,4,11,3,3,29,11,3,14,8,11,11,3,8,44009,4993,44655,20569,20718,5829,1093,1052,973,942,837,731,670,581,529,459,437,418,385,141,10.6,7.1,395,146,389,146,0,11,0,11,0,11,0,11,0,11,6,7,5,7,390,146,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,8,5,5,3,3,3,4,3,4,7,5,13,13,6,6,2,3,4,4,0,11,0,11,18,18,35,34,0,11,4,5,9,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11
Sadorus,5.9,4.6,2.6,2,7.9,4.4,6.3,3.8,2.7,1.9,4.2,3,3.3,2.2,3.7,2.5,14.2,9.5,7.1,5.3,7.4,5.1,9.1,5.2,5.6,2.9,10.7,7.3,3.7,2.1,2.4,1.8,1.6,1.1,1.7,1.8,2.6,2.4,8.5,5.1,32.6,1225,391,4,4,4,4,0,11,2.82,0.49,3.39,0.55,16,5,11,14,21,10,13,16,32,35,55,67,46,19,23,53,8,5,8,9,13,10,10,13,27,28,33,37,28,19,20,75,369,86,67,40,1149,333,7,7,25.8,5.4,85.8,82.7,3.1,0,10.9,0.3,0.5,2.4,10.5,9.7,2.6,4.6,10.8,0.6,0.7,2.3,11.4,11.9,7.6,7.7,6.7,5.5,4.8,1.9,4.1,29.3,5.7,2.4,1,10.9,9,4.8,5.6,4.5,4.9,5.8,1.7,2.4,9.8,5.8,2.3,1,3,2,4,2,10,3,6,13,22,26,41,60,41,6,21,53,3,3,5,3,9,6,5,12,24,24,27,35,26,5,20,75,71429,23805,88125,28622,34365,7974,1757,1688,1644,1492,1437,1441,1263,1296,1189,1126,1039,967,1225,391,4.9,2.7,1229,391,1222,391,0,11,1,2,0,11,0,11,0,11,6,8,2,4,1227,391,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,7,4,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,3,4,6,0,11,3,4,5,8,5,6,0,11,10,7,6,5,8,9,25,13,34,18,58,28,114,82,15,11,23,23,34,26,7,7,4,7,13,18,0,11,0,11,0,11,0,11,0,11,0,11
St. Joseph,9,2,7.4,2.2,7.9,2.5,6.2,2,6,2.5,2.9,1.5,7.5,1.9,8.5,2.1,5.7,2,5.4,1.9,8.9,2.6,5.2,2.1,6.6,2.7,4.5,1.7,5.1,1.6,1.4,1,1,0.9,1,0.7,0.1,0.2,0.9,0.7,24.6,5794,103,114,99,105,97,9,16,2.65,0.16,3.1,0.19,85,89,16,117,47,186,29,53,41,114,218,483,365,196,183,0,67,71,24,83,42,94,31,46,36,59,102,130,136,79,74,15,1909,137,313,114,5236,179,141,107,21.2,1.8,96.5,89.1,7.4,0.4,0,0.3,0.9,1.9,2,3.8,3.2,0.7,0.9,0.4,1,1.5,1.2,6,5.2,1,14.2,6.2,2.3,5.6,8.8,30.4,6,6.2,6.9,1.1,2.5,2.8,1,4.8,3.1,2,2.6,3.9,5.5,2.6,3.9,3.1,57,14,0,103,15,14,0,53,54,84,213,394,312,182,144,0,61,21,15,81,23,21,15,46,41,42,100,128,120,79,66,15,83485,6507,92469,11792,31508,2192,1491,1406,1508,1467,1435,1536,1842,2494,3612,3694,4611,5876,5887,38,4.6,2.2,5908,20,5756,119,2,4,11,17,79,84,0,15,21,32,39,43,55,63,5853,67,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,14,21,13,21,12,17,0,15,0,15,0,15,0,15,14,22,0,15,16,24,14,21,99,62,90,56,99,54,319,121,306,104,255,100,305,118,129,69,200,110,24,27,0,15,0,15,0,15,0,15,0,15
